Task 1 i,Task 1 m,Task 2 i,Task 2 m,Task 3 i,Task 3 m,Task 4 i,Task 4 m,Task 6 i,Task 6 m,Task 7 i,Task 7 m,Task 8 i,Task 8 m,Task 9 i,Task 9 m,Task 11 i,Task 11 m,Task 12 i,Task 12 m,Task 13 i,Task 13 m,Task 14 i,Task 14 m,Task 16 i,Task 16 m,Task 17 i,Task 17 m,Task 18 i,Task 18 m,Task 19 i,Task 19 m,Task 20 i,Task 20 m
move to the position next to the green ball,go to the green ball,move the red ball next to the yellow door,"go to the yellow door, then go to the red ball",move net to the green door,go to a green door,move next to the blue key,go to a blue key,move the green box above the green ball,go to the green ball and go to a green box,move next to the red box,go to a red box,move to the position below the red ball,go to the red ball,move to the position next to the grey key,go to the grey key,pick up the green key,pick up a green key,pick up the green box,pick up a green box,pick up the yellow ball and move it,pick up a yellow ball,indicate on the yellow box,go to the yellow box,pick up the blue ball and move it through the door,go to the blue ball and open the blue door,pick up the grey box,pick up a grey box,pick up the red box and move it,go to a red box and pick up the red box,pick up the yellow box,pick up the yellow box,indicate on the red box,go to the red box
pick up green ball,go to a green ball,place red ball by yellow object,go to the yellow ball and go to a red ball,find the red box,go to the red box,find purple key,go to a purple key,place green box next to green ball,put the green box next to a green ball,find grey ball next to yellow ball,"go to a yellow ball, then go to a grey ball",find red ball,go to a red ball,find grey key,go to the grey key,find blue ball next to green ball,"go to the blue ball, then go to the green ball",find yellow box and bring to grey ball,go to the grey ball and go to the yellow box,find yellow ball and drop it,go to the yellow ball,find red key,go to the red key,find purple ball,go to a purple ball,find green key,go to the green key,find red box place near yellow key,go to a red box and go to a yellow key,find green box and go to green door,go to the green box and go to a green door,find grey ball,go to the grey ball
the robot went to the right,go to the red key,the robot switched its position to down,"go to a yellow ball after you go to the green ball, then go to a yellow door",the robot stepped forward and stopped next a to a colored square,go to the yellow door and put the green box next to the green door,the robot went forward to the left,open the yellow door and go to the green ball and go to a green door,stopped in front of a green door,go to a green door,went up towards a grey circle,"go to a grey key, then go to a grey key",went thru a door and stopped in front of a red shape ,"go to a red door and open a red door, then go to the red door",stopped in front of a grey key,go to a grey key,opened a blue door and walked inside a room,go to a blue door and open a blue door,went thru a door,go to a grey door and open a grey door,grabbed a yellow circle and then down,"go to a yellow ball, then go to a yellow ball",turned to the left and walked a space,go to a grey door,when thru a door and all the way down,"go to a grey door, then go to a grey door after you go to a blue door",when thru a door and headed towards a green key,"go to a green door, then pick up the green key",went up and turned to the left,open the red door and go to the green door,turned left and walked a few squares ,"go to a grey door, then go to the green door after you go to the green door",turned to the left and walked towards a grey circle,go to a grey door after you go to a grey door
the robot is finding the green triangle,"go to a green box and pick up a green box, then put a green box next to the green door",move the red ball from one square to another,"go to the red ball, then go to a red ball",find the red box in the maze,go to the red key and go to the red box,find the purple key,go to a purple key,the robot moves the green door,go to the yellow key and go to a green ball and open a green door,the robot finds the grey ball,go to the red door and go to a green box and pick up a grey ball,the robot finds the red ball in the maze,"go to the red key, then go to the red ball and put a red ball next to a yellow box",the robot finds the grey key,go to the grey key and pick up a yellow box and go to a grey key,the robot finds the green key and searches through the maze,open a red door and go to the green box after you pick up a green key,the robot collects the yellow door and continues through the maze,pick up a yellow ball and open a yellow door after you go to the red box,the robot moves the yellow ball so it can access the door,"open a yellow door and go to a yellow key, then go to the yellow ball",the robot explores the maze,"go to the red key, then go to a yellow door, then go to the purple ball",the robot goes to the purple ball,go to the purple ball and go to the yellow door and go to a purple ball,the robot aims for the green key,go to the green door and go to a yellow door and pick up a green key,the robot gathers the red door and moves it through the maze,"open a red door, then pick up the red box, then go to the red key",the robot explores a cube in the maze,go to the purple box and go to a yellow ball and go to a purple door,the robot finds the grey ball,go to the red door and go to a green box and pick up a grey ball
find the green circle,go to the green key and go to the green key,move the red circle next to the yellow box,put a red ball next to the yellow box,locate a red box,go to a red box,find the purple key,go to a purple key,move the green box next to the green circle,go to a green box and put the green box next to the green ball,locate a grey circle,"go to a grey key, then go to a grey key",locate the red circle,go to the red ball,find a grey key,go to a grey key,find the green key and keep it,go to the green key and go to the green key,drop the green key locate the yellow box and pick it up,pick up the yellow box after you pick up the green key and go to the green box,move all circles that are next to a door,"go to a grey door, then go to the grey door",move to the red door,go to a red door,move the blue circle blocking the red door,"go to the red ball and go to a red ball, then open a blue door",pick up the grey box and move to the room with the other grey boxes,"go to the grey box, then pick up the grey box, then go to a grey door",place the blue key next to the yellow box then pick up the red box,"put the blue key next to the yellow box, then pick up a red box",pick up the green box located in the same room as the yellow box,"go to the yellow box, then pick up the green box and put a green box next to the green door",locate the grey circle,go to the grey key and go to the grey key
the robot went to the green ball,go to a green ball and go to the green door and go to a green ball,the robot took a red ball to the yellow gate ,go to a yellow door and go to a yellow door and go to a red ball,the robot went through different chambers to get to the red gate ,"go to a red door, then go to a red key, then go to the red door",the robot went to the key,"go to a yellow door and pick up the green key, then go to the blue ball",the robot relocated the green box,"go to the yellow key, then open a green door and go to a green box",the robot moved forward two spaces ,go to a yellow ball and open a yellow door,the robot went through six doors to get to the red ball,"go to a red ball, then go to a blue door and go to a red ball",the robot went through three doors to locate the key ,"open a red door, then pick up the red box, then go to the red key",the robot went through different doors and picked up a green key,"go to a green door, then pick up a green key and go to a green box",the robot picked up the yellow box,pick up the yellow box,the robot moved the purple and yellow ball to have access to doors ,"pick up a purple ball and open a purple door, then go to the yellow ball",the robot picked up and then put down the yellow box,pick up the yellow box after you open a red door and go to a yellow box,the robot moved a ball to go into one of the doors,"open a yellow door, then go to a yellow key, then go to a red ball",the robot picked up a grey box,pick up a grey box,the robot moved a ball to get through the door it relocated a key and picked up a box ,"open a red door, then pick up the red box, then go to the red key",the robot picked up the green box,open the green door and pick up the green key and go to a green box,the robot picked up the red box and put it back down then went into multiple chambers ,"go to the red door, then put a yellow box next to a grey ball after you go to a green key"
red triangle is trying to get to green circle,"go to the purple ball, then go to the green ball, then go to the red ball",red triangle is placing red circle on yellow box,put a red ball next to the yellow box,red triangle is going to red box,go to the red box,red triangle is going to purple key,go to a purple key,red triangle takes green box to green ball,go to the green ball and go to the red box and go to a green box,red triangle moves to grey ball,go to the red ball and go to a grey ball,red triangle goes thru 6 doors to find red ball,"go to the red door, then open the red door and go to a purple ball",red triangle goes thru 2 doors and back tracks to find grey key,"go to a grey door, then pick up the blue key and go to the red box",red triangle goes into every room,go to a red box,red triangle looks for yellow box,go to the red box and go to the yellow box,red triangle moves purple ball to another room and moves yellow ball as well,"go to the purple ball, then go to a yellow ball, then go to the purple door",red triangle goes thru red door,go to a red door and open a red door and go to the red door,red triangle moves blue ball and heads to purple ball ,go to a red ball and go to the purple ball,red triangle goes to purple door takes grey box,go to the purple door and go to a grey box and go to a red box,red triangle goes thru 3 doors moves grey ball gets blue key and moves to yellow box and goes and gets red box,"go to a yellow key, then go to a purple box and go to a red ball and go to the grey ball",red triangle takes green box,go to a red box and go to the green box,red triangle picks up red box and sets it down and moves to grey ball,go to a red box and pick up a red box and go to a grey ball
stop in front of the green circle and face it,go to a green ball and go to the green ball,place the red ball in front of the yellow box,put a red ball next to the yellow box,go to the red box thats next to the green box,go to a red box and go to the green box,go to the purple key,go to the purple key,move the green box on top of the green circle,pick up a green box and put the green box next to the green ball,go to the grey ball,go to the grey ball,go to the red ball,go to the red ball,find the grey key,go to the grey key,pick up the green key and go to the blue ball,pick up the green key and go to a blue ball,pick up the yellow box and move two rooms to the left,go to a yellow box and pick up the green box after you go to a yellow door,find the yellow ball and move it one place over,go to the yellow ball,pick up and put down the yellow box,pick up the yellow box,move the blue ball into the room on the right,open a blue door and go to the red ball,pick up the grey box at the top of the map and move to the room on the bottom left,"pick up a grey box and go to a red box, then put the grey box next to the green key",pick up the red box and move to the next room,"open a red door, then pick up the red box",pick up the green box,pick up a green box,go to the grey box,go to the grey box
pick green ball,go to a green ball,pick red ball,pick up the red ball,pick blue box,go to a blue box,pick a key,pick up the blue key,enter the green door,open a green door,pick the ball,pick up the red ball,enter green door,open a green door,get a key,pick up a blue key,enter the blue door get a blue ball,go to a blue door and open a blue door and go to a blue ball,enter blue door pick a key,go to the blue door and pick up the blue key,enter green gate pick up a yellow ball,open the green door and go to the green ball and pick up a yellow ball,enter a red gate,open the red door,enter in the green door,open a green door,enter into the green door,open a green door,enter into the blue door,open a blue door,enter into the green door,open a green door,enter into the door,go to a red door and open a blue door
go to near the green ball,go to the green ball,place the red ball near the yellow box,put a red ball next to the yellow box,open the blue door,open the blue door,go to near the purple key,go to the purple key,place the yellow box near the green ball,"go to the yellow box, then put the green box next to the green ball",go to near the grey ball,go to the grey ball,open the blue door to reach the red ball,open a blue door and go to the red ball,open the red door to reach grey key,open the red door and go to the grey key,open the blue door,open the blue door,enter through the blue door,open a blue door,pick and drop the yellow ball away from the door,pick up the yellow ball and go to the yellow door after you go to the yellow ball,go to near the red door,go to the red door,enter through the green door,open a green door,enter through the green door,open a green door,get the red box return through the red door,open a red door and go to the red box,get the green box,go to the green box,enter through the blue door,open a blue door
the robot walked to the green ball,"go to the green ball, then go to a green door and go to the yellow ball",the robot placed the red ball in front of the yellow chest,put a red ball next to the yellow box,the robot walked to the red chest,pick up a yellow box and go to a red door,the robot walked to the purple key,go to a purple ball and go to a purple door and go to a purple ball and pick up the green key,the robot put the green chest above the green ball,go to a green ball and go to a green box and go to a green door,the robot walked to the closest grey ball,open the grey door and put the yellow box next to a grey ball,the robot stopped in front of the red ball,put a red ball next to the yellow box,the robot walked to the nearest grey key,"open the grey door and go to a grey key, then put the yellow box next to the grey ball",the robot stopped below the blue ball,go to a blue ball and go to a yellow box,the robot stopped below the purple key,go to the purple ball and go to the yellow box and go to a purple key,the robot dropped the yellow ball,go to the yellow door after you go to the yellow key and go to a yellow ball,the robot walked to the red door,open a red door and go to a red door,the robot walked to the right of the purple ball,go to the purple door and go to the purple ball,the robot walked above the green key,go to the red key and open the green door and go to the green key,the robot walked to the door above the yellow key,go to the red key and open the yellow door,the robot walked to the green door,open a green door and go to the green door,the robot walked past the green chest,go to a green door and go to a green door
the robot inspects the green circle,"go to the green ball and go to a green ball, then go to a green door",the robot deposits the red ball at the yellow chest,go to a red box and pick up a yellow ball and go to a yellow door,the robot inspects the leftmost red chest,"go to a red door and pick up a red box, then go to a red key",the robot navigates to the purple key,go to a purple ball and go to a purple door and go to a purple ball and pick up a green key,the robot deposits the green box to the space north of the green circle,go to the green ball and go to the red box and open a green door,the robot navigates to the northernmost grey circle,go to the grey key and open a grey door and go to the grey key,the robot finds the red circle,go to a red key and go to the red ball,the robot finds the northernmost grey key,go to the grey key,the robot brings the green key to the room with the grey and purple box,"open a purple door, then pick up the green key and go to a green box",the robot brings the yellow box to the room with the green and purple keys,pick up the green key and go to the red door and pick up a yellow box,the robot picks up the yellow circle and deposits it in a space over one to the right and up one,open a yellow door and go to the yellow key and go to a yellow ball,the robot navigates to the red door,go to the red key and open a red door,the robot navigates to the purple circle,go to the purple ball and go to a purple door,the robot navigates to the room with two grey boxes,"go to a green box and open a grey door, then pick up a yellow box",the robot takes the red box back to the entrance of the room with the yellow key,pick up the green key and go to the red door and pick up a yellow box,the robot takes the easternmost green box towards the green door,"pick up a grey box and open a green door, then go to a green door",the robot finds the grey circle,go to the grey key and go to the grey key
face the green ball,go to the green ball,put the red ball in front of the chest,go to the red box and go to the red ball,face the red chest thats by the green chest,go to the red box and go to a green box,face the purple key,go to the purple key,put the green box next to the green ball,put the green box next to a green ball,face the grey ball thats next to the yellow ball,go to a grey ball and go to the yellow ball,face the red ball,go to the red ball,face the grey key,go to the grey key,stop between the blue ball and purple box,go to the purple ball and go to the purple box and go to a blue ball,stop  next to the purple key,go to a purple key,place the yellow ball one space to the right,go to the yellow ball,stop in front of the red door,go to the red door,stop next to the purple ball,go to the purple ball,go to the green key,go to the green key,get the red box,go to the red box,get the green box,go to the green box,go to the room with the green box,go to the green door and go to a green box
the robot stops and points towards the green ball,go to a green door after you go to the yellow key and go to a green ball,the robot moves the red ball to in front of the yellow cabinet,go to a yellow key and go to a yellow door and go to a red ball,the robot stops pointing towards the red cabinet,go to the red key and go to a red door,the robot points to the purple key,go to the yellow key and go to a purple ball and go to a purple door and pick up a green key,the robot places the green box in the sauare above the green ball,open the green door and go to the green ball and go to a red box,the robot points upwards towards the grey ball,open a grey door and open the yellow door and go to a grey ball,the robot stands beside the grey ball and points upwards towards the red ball,open the grey door and go to the yellow ball and go to a red ball and go to a grey ball,the robot points to the left towards the grey key,pick up the green key and pick up a yellow box and go to a grey key,the robot stops between the purple box and the blue ball while facing left with the green key,go to the yellow key and go to a purple box and go to a green ball,the robot stops by the purple key facing left with the yellow box ,go to a yellow door and go to a purple ball and put the green key next to the grey box,the robot moves the yellow ball away from the door and then steps in front of the door,"pick up the yellow ball, then go to the yellow door",the robot moves and faces left between the red door and purple ball,go to a purple door and go to a red ball,the robot moves downwards between the purple ball and the wall,go to the purple ball and go to the yellow ball and go to a purple door,the robot carries the gray box to the square beside the gray box closest to the green key,go to the red ball and go to a green door and put the grey box next to a green key,the robot carries the gray ball and red box to the upper corner of the second room on the bottom floor,"go to a red door, then pick up a yellow box and put a yellow box next to a grey ball",the robot carries the green box to the green door,open a green door and go to a green box,the robot stops and points left towards the grey ball in the first room on the second floor,go to the yellow key and go to a grey door and go to the green ball and go to the red ball and go to a grey ball
move the robot on the corresponding boxes,"go to a red door, then pick up a yellow box after you go to the yellow box",the robot target the red circle,"go to the red key and go to the red ball, then pick up a red ball",the robot go to the red door,go to the red door,the robot picked up a purple key,go to the yellow key and go to a purple ball and go to a purple door and pick up a green key,the robot cross the green door and then going to the another green door,"go to the green ball, then go to a green door, then go to a yellow door",the robot go to the light grey colour ball,go to the yellow key and go to a grey door and go to a yellow ball,the robot crossed the purple door and then going to the red ball,"go to the red ball and open a purple door, then go to the red ball",the robot cross the green door going near to the grey key,"go to the green box and open a grey door, then go to a green key",the robot picked a green key and then going near to the double grey colour door,"go to a yellow door, then open a green door, then put a green key next to the grey box",the robot cross a blue door and then going near to blue ball,"go to the yellow key and go to the blue door, then go to a blue ball",the robot cross the blue door and then replaced a yellow ball,"go to the yellow key and go to the yellow door, then go to a blue ball",the robot between to the red door and purple ball,go to a purple door and go to a red ball,the robot crossed the purple door,go to the purple ball and go to the purple door,the robot crossed the green door and then near to the green key,"go to the red key and open a green door, then go to a green key",the robot crossed the purple door,go to the purple ball and go to the purple door,the robot crossed the green door,go to the green ball and go to a green door,the robot crossed the purple door and then near to the purple ball,"go to the purple ball and open the purple door, then go to a purple ball"
go to green ball,go to the green ball,put red ball in front of yellow bookcase,put a red ball next to the yellow box,stand in front of red bookcase that is in the middle room on the right most side of the building,go to a red key and open a red door and go to the red key,pick up purple key,go to a purple key,put green box on the left hand side of the green ball,go to a green ball and go to the green box and put a green box next to the green ball,stand on left hand side of red box,go to the red box,go through purple door and stand in front of red ball,open a purple door and go to the red ball,pick up grey key,go to the grey key,pick up blue and green key go through blue door and stand in front of blue box,"pick up a blue key, then go to the green box and go to the blue door and open a blue door",take green key and yellow box to upper left hand room,pick up the green key and go to a yellow box,move purple circle thats near the grey door three spaces to the left then move yellow circle thats in the lower middle room  one space diagonally to the right,"go to a purple ball and go to a purple door, then go to a purple ball, then go to a purple box",open grey box stand in front of red door,open the grey door and go to a red box,move blue circle three spaces to the right stop next to purple circle,"go to the purple ball, then go to the purple ball, then go to a purple ball",take grey box to green key,go to a green box and go to the grey key,move grey circle to the right three spaces put blue key in front of yellow box carry red box to the room on the left,"pick up the red box, then go to the red key, then go to the blue key",get green box in the next room,"go to a green box, then put a green box next to the green door",open red box stand in front of grey circle,open the grey door and go to a red box
go straight and move along the  3 boxes and turn right  move along the end watch the green circle,"go to the red box, then pick up the red box, then go to the green box",turn left side move along the 2 boxes and turn left and turn right catch the red circle and move along the 3 boxes turn left see the red circle,"go to the red key, then go to a red ball, then pick up a red ball",6 boxes to move on the 9th boxes way to 8th boxes and move to 5th boxes and 4th boxes straight to stop,go to a red box after you go to a purple door after you go to a grey door,see straight and turn right  move on the 3 boxes and turn left and catch the green key,"go to a red key, then pick up the green key and go to the green box",turn right and turn left and move on the 4 boxes and turn right move the 3 boxes turn left see the green door and same way to run the arrow,"pick up the red box, then go to a red key, then go to the green box",turn right  move on the a box and turn left one more turn right see the grey circle ,"go to the red ball, then go to a red box, then put the grey box next to the green key",in the 4th box to move on the 7th box and way to the 8th box and move on the 5th box and return the 8th box and way to 9th box and then go to the 6th box see the red circle,"go to the purple door, then pick up a red box, then put a red box next to a blue door",in the 3rd box and move on door open to the 6th box see the grey circle and then return 3rd box way to the 2nd box and pick up the grey key,"open the grey door, then pick up the blue key, then pick up the red box",in the 5th board pick up the blue key and then drop the blue key move on the 4th board and  then return the 5th board  and go to the 2nd board and way on the 3rd board and then return the 2nd and 5th board way to open the door on the 6th board and then open the 9th board door and then open the  8th board and pick up the green key and way to move on the 7th board,"pick up a blue key, then go to a blue ball after you go to a green key",pick up the green key and drop the that key way to move on the 4th board and return the 7th board and straight to move on the 1st board  and open the 2nd bard door and move on the 3rd door and board to take the pickup the object and return to the 1st board,pick up a green key after you go to a green key after you go to a red key,5th to move on the 2nd board  and return the 5th board way to move on the 6th door and go to the 3rd door and return the 6th door open to the 9th door,open the red door and go to the blue door after you go to the red door,cross the purple in the 6th board,go to the purple ball and go to a purple ball,in the 2nd board to open the 1st board door and pick up the blue ball and way to move on the 1st and 4th board,"go to a blue ball and pick up the blue ball, then go to the green door",move to open the 1st door and pick up the grey colour door fix the 4th board door and way to move on the 5th door and 6th board and 3rd board o open the door and return to to the same way of 6th5th board,go to the red door and go to the blue door and open a grey door,3rd board to move to open on the 6th board and to open on the 5th board and open on the 8yth board and pick up the grey ball and drop the door and then return the 7th board and pick up the blue key and drop the blue key,"pick up a red box, then go to a grey key after you go to a blue key",move to 3rd board to 6 th board pick up the green door,pick up the red box and go to the green box after you go to the red door,move on the 5 th board and 6 th and 9th and 3rd to way on the 2nd and 1st board,"go to the red ball, then go to the red ball, then go to the red ball"
the robot moves just below the green ball ,"go to a green ball, then go to a green door, then go to a yellow ball",the robot places the red ball one square north of the yellow chest ,go to a red box and pick up a yellow ball and go to a yellow door,the robot moves to sit between the red chest and the green chest ,"go to a red box, then go to a green door, then go to the yellow door",the robot faces the purple key while sitting just above the yellow ball ,go to the purple ball and go to a purple key and go to a yellow box,the robot places the green box one square north of the green ball ,open the green door and go to the green ball and go to a red box,the robot stops next to the red chest and faces the grey ball,go to a red door and put the yellow box next to a grey ball,the robot stops south of the red ball and next to the grey ball ,go to the yellow door and go to the yellow ball and go to a red ball and go to a grey ball,the robot stops to the right of the grey key and faces it ,go to the red ball and open the grey door and put the grey box next to a green key,with the green key still in its possession the robot stops north of the blue chest and south of the blue ball ,"go to the green door and pick up a green key, then go to a blue ball",still holding the yellow chest the robot ends task 12 one square south of the purple key,go to the purple ball and go to a purple door and go to the yellow door and pick up the green key,the robot moves the yellow ball out of the way before stopping in front of the yellow door ,"open a yellow door and go to a yellow ball, then go to a yellow ball",the robot ends task 14 by positioning itself north of the red door and south of the purple ball,"go to a red door, then go to the purple key and put a yellow box next to a grey ball",the robot ends task 16 by moving one square to the right of the purple ball,go to the red key and go to a purple ball and go to a purple box,the robot opens the green door to then end task 17 diagonally from the southmost white chest,"pick up the green key and open the red door, then put a yellow box next to a grey ball",having picked up the red chest the robot finishes task 18 diagonally from the opened blue door,go to a red door and open a red door and pick up the blue ball,with the green chest still in its possession the robot ends task 19 having moved two squares to the east of the green door,"go to a green ball and open the green door, then go to a green door",the robot opens the purple door in order to position itself one square to the east of the grey ball,go to a purple ball and open the green door and go to the grey box
move near the green ball,go to a green ball,get the red ball,go to the red ball,open the blue door purple door and another blue door  and pass through the door,"open a blue door and open the purple door, then go to the blue door",go near the purple key,go to the purple key,get the green box and return,"go to a green box, then pick up the green box",move one step and turn right,open the yellow door and go to the yellow door,go near the red ball by opening yellow door two purple door and another yellow door  and pass through the doors without collecting anything,"pick up the purple ball, then pick up a yellow ball and go to the yellow door",open and pass through the both purple door and go near the grey key,"open the grey door, then go to the grey key and go to the purple key",get the blue key and open green door purple door yellow door and another three green doors  and pass through it and get the green key,"go to the blue key and go to a green door, then open the yellow door, then go to the purple door",open the red door next two purple doors and pass through it collect yellow box,"open the purple door, then go to a yellow box and pick up the red box",open the two purple door get blue ball open the next two green doors and collect yellow ball,"open the yellow door, then go to the green box and go to the blue door, then go to the purple box and go to a blue ball",go near the red door,go to the red door,open red door and get blue ball,open the red door and go to the blue ball,get the grey box open blue door green door purple door and pass through it,"open the purple door, then open the green door and go to the grey box",open gery door next two blue door and another grey door collect grey ball,"open a grey door, then open a blue door, then go to the grey ball",open blue door and pass thriugh it,open a blue door and open the blue door,open red door and pass through it,"open the red door, then open the red door"
go to the green ball ,go to the green ball,put the red ball beside the yellow box ,put a red ball next to the yellow box,go to the red box ,go to the red box,find the purple key,go to a purple key,place the green box beside the green ball ,put the green box next to a green ball,go the the gray ball near the red box,"go to a red ball, then go to the red box",go to the room with the red ball ,go to the red ball and go to the red box,find the gray key,go to a grey key,take the green key to the room with the green ball,pick up the green key and go to the green box,take the yellow box to the room with a gray ball ,open a blue door and go to a yellow box and put a yellow box next to a grey ball,take a purple ball to the yellow door,go to the purple ball and go to the yellow door,go to the nearest red door,go to a red door,take the blue ball through the red door and go through the green door,open the blue door and go to the red ball and go to a green door,take the gray box to the room with the other gray boxes,"pick up a grey box, then go to the green door after you go to the blue door",take the red box to the room with the yellow key,pick up the red box and go to a yellow key,take the green box to the yellow door,go to the yellow door and go to the green box,find the gray ball,go to a grey ball and go to a green ball
picks up green ball,go to a green ball,places red ball near yellow box ,put a red ball next to the yellow box,move to red chest,go to a red door,move to purple key,go to a purple key,place green box near green ball,put the green box next to a green ball,move to left side of red box,go to a red box and go to a green box,move to red ball,go to a red ball,move to silver key,go to a blue key,use green key to open grey box,open a green door and go to the green key and put a green key next to a grey box,find grey ball,go to the grey ball,pick up yellow ball move yellow ball to be near yellow door,"go to the yellow ball, then pick up a yellow ball and go to a yellow door",open red door ,open the red door,walk to purple ball,go to the purple ball,move to green key,go to a green key,pickup red box,pick up a red box,pick up green box,pick up a green box,go  to grey ball,go to a grey ball
turn left and face green circle,go to a green ball and go to the green ball,turn left and drop red circle,go to the red ball and go to the red ball,open door and go left towards red box,open a red door and go to the red box,turn left and go forward to the purple key,pick up the green key and go to a purple key,turn right and go forward to green windowdoor,go to a red door and open the green door,turn right go forward to gray circle,go to the red key,turn left go through purple door forward to red circle,open a red door and go to the purple door,turn left go forward turn right to gray key,go to a red key and go to the green key,go through door turn right go forward turn left,"go to the red door, then open the red door",turn left move forward through 2 doors,open a yellow door and go to a green door,turn left drop yellow ball turn right move forward,go to the yellow key and go to a green ball,turn right move forward,open the red door,turn right go through green door move forward,go to a red door and open the green door,turn right move forward turn left,go to a red key and go to the green key,turn right move forward towards wall turn left,go to a red door,turn right move forward towards green door,open the green door and go to the green door,turn left go forward to gray circle,go to a green ball and go to the green ball
go to the green ball,go to the green ball,take the red ball to the yellow square,go to the yellow ball and go to a red ball,go to the red box,go to the red box,go to the purple key,go to the purple key,take the green box to the green ball,go to the green ball and go to the green box,go to the gray ball,go to a grey ball,go to the red ball,go to the red ball,go to the nearest gray key,go to a grey key,take the green key to the purple box,go to a green key and go to the purple box,take the yellow box to the gray ball,"go to the yellow ball, then go to the yellow box",move balls from in front of doors,"open a blue door, then go to a red ball",go to the red door,go to the red door,move the blue ball from in front of the door,go to the blue ball and go to the blue door,move the gray box to the room with the other gray boxes,"pick up a grey box, then go to the green door after you go to the blue door",move the red box out of the room it is in,open a red door and go to the red box and pick up the red box,pick up the green box,pick up a green box,go to the gray ball,go to a grey ball
the red arrow points at the green ball from below ,go to the red ball after you go to a green ball,the red arrow moves the red ball to the space above the yellow square ,go to a red key and put a red ball next to the yellow box,the red arrow enters the room with the two squares to point at the red square from the space above the green square ,open the red door and go to the red key and go to the green box,the red arrow points at the purple key from the right ,go to a red key and go to the purple ball and go to the red key,the red arrow moves the green square to the space directly above the green circle,go to a red key and go to the green key and go to the green box,the red arrow points at the gray circle that is next to the yellow circlem from the space below it ,go to the red key after you go to the yellow key and go to a red key,the red arrow enters the room with the red circle and points at it from the space below it ,open the red door and go to the red key and go to the red key,the red arrow points at the gray key from the right ,go to a red key and go to the red key,the red arrow moves the green key to the room with two gray doors and uses it to enter the door on the right this brings the arrow to the room directly above,pick up a green key and go to the green key and open a red door,the red arrow moves the yellow square to the gray circle which changes the board,go to a red ball after you go to a yellow key and go to a green ball,the red arrow enters the room with the gray and yellow ball and moves the yellow ball one space to the left so it no longer blocks the door ,open a green door and go to a red ball and go to the grey ball after you go to a yellow key,the red arrow enters through the red door ,go to the red door and open the red door and go to the red key,the red arrow points at the purple circle from the right space,go to the red key and go to a red key and go to the purple box,the red arrow picks up the gray square from the room with the red ball and moves it to the space to the left of the gray square closer to the green key  ,pick up a red box and go to the red key and go to the green box,the red arrow moves the red square to thr space infront of the door in right above the yellow key,open the red door and go to the red key and go to the red key,the red arrow moves the green square to the space to the right of the green door,go to a red door and open a red door and go to the green key,the red arrow points at the gray ball from the space to the balls right,go to a red key and go to the red ball
go to the green ball,go to the green ball,go to the red ball,go to the red ball,go to the red box,go to the red box,go to the purple key,go to the purple key,go to the green box,go to the green box,go to the gray ball,go to a grey ball,go to the red ball,go to the red ball,go to the grey key,go to the grey key,go to the purple box,go to the purple box,go to the purple key,go to the purple key,go to the yellow ball,go to the yellow ball,go to the purple ball,go to the purple ball,go to the purple ball,go to the purple ball,go to the green key,go to the green key,go to the red box,go to the red box,go to the green box,go to the green box,go to the gray ball,go to a grey ball
go to the green ball,go to the green ball,go to the red ball,go to the red ball,go to the red ball,go to the red ball,go to the pink ball,go to the red ball,go to the box,go to the red box,go to the green ball,go to the green ball,go to the red ball,go to the red ball,go to the key,go to the blue key,go to the box,go to the red box,go to the green ball,go to the green ball,go to the pink ball,go to the red ball,go to the box,go to the red box,go to the blue ball,go to the blue ball,go to the key,go to the blue key,go to the key,go to the blue key,go to the box,go to the red box,go to the green ball,go to the green ball
the robot turns to face the green ball,open the green door and go to a green ball and go to a yellow ball,the robot places the red ball in front of the yellow box,go to the red ball and go to a yellow box,the robot stops at the red and green box,go to the red ball and go to the yellow box and go to a green door,the robot faces the purple key ,go to the purple ball and go to a yellow key and go to a purple door,the robot places the green box next to the green ball ,put the green box next to a green ball,the robot stops and faces the grey ball,go to the grey ball and go to a yellow box and go to the grey ball,the robot stops and faces the red ball,put a red ball next to a yellow box after you go to a red key and go to the red ball,the robot stands in front of the grey key,go to the grey door and go to the grey key,the robot walks between a grey box and blue ball,go to a grey door and go to the yellow box and go to a grey ball,the robot walks in front of a grey key,go to the grey door and go to the grey key,the robot puts down a yellow ball and turns ,go to the yellow door and go to the yellow key and go to a yellow ball,the robot stands in the corner of a room,go to the red ball and open a grey door and go to a yellow box,the robot goes to the corner of a room next to a purple ball,go to a purple box and go to the yellow ball and go to a purple door,the robot goes toward the green key,"go to the green door, then pick up a green key",the robot turns in the corner of a room,go to a yellow key and go to a yellow door and go to a red ball,the robot heads toward the blue door,"go to the blue key, then go to the yellow ball and open a yellow door",the robot goes in front of a grey ball,go to the grey door and go to a grey ball
